co_art,Modelo,Descripción,Sub-Línea,Marca,P1 C/IVA,P2 C/IVA,DSP
802865,16600009,JGO D/OLLAS LAGOSTINA 9 PZAS SMART 18/10 ACERO,OLLAS,LAGOSTINA,"434,99","259,99",1
802868,CA28A11L,OLLA D/PRESION PRIMULA 11 LTS ALUM,OLLAS,PRIMULA,"94,99","0,00",2
802869,CA26A9L,OLLA D/PRESION PRIMULA 9 LTS ALUM,OLLAS,PRIMULA,"79,99","0,00",2
802870,CA24A7L,OLLA D/PRESION PRIMULA 7 LTS ALUM,OLLAS,PRIMULA,"69,99","0,00",2
802871,4DTYDK12220,OLLA D/PRESION PERFECT 12 LTS ACERO,OLLAS,GENERICO,"174,99","0,00",2
802872,4DTYDK09220,OLLA D/PRESION PERFECT 9 LTS ACERO,OLLAS,GENERICO,"149,99","0,00",2
802873,4DTYDK07220,OLLA D/PRESION PERFECT 7 LTS ACERO,OLLAS,GENERICO,"69,99","0,00",2
802874,4DTYDK05200,OLLA D/PRESION PERFECT 5 LTS ACERO,OLLAS,GENERICO,"94,99","0,00",1
802875,K1128007,OLLA ANTIADH HASCEVHER 28X18 CM GASTROL 10 LTS ACERO,OLLAS,GENERICO,"119,99","0,00",1
802876,K0826011,OLLA ANTIADH HASCEVHER 26X16 CM GASTROL 8 LTS ACERO,OLLAS,GENERICO,"109,99","0,00",1
802877,K0422007,OLLA ANTIADH HASCEVHER 22X12 CM GASTROL 4 LTS ACERO,OLLAS,GENERICO,"69,99","0,00",1
802878,26356,CAFETERA GRECA MAGEFESA 6 TZAS PAOLO NEGRO,CAFETERAS,MAGEFESA,"34,99","0,00",2
802883,KMT4115SX,TOSTADORA KITCHENAID 4 REB CLASICO ACERO,TOSTADORAS,KITCHENAID,"199,99","119,99",1
802884,ATC8004NEGRO,FREIDORA D/AIRE JAGUAR 4 LTS 1.500W NEGRO,AYUDANTES DE COCINA,JAGUAR,"79,99","0,00",3
802885,ATCAF555M,FREIDORA D/AIRE JAGUAR 7.1 LTS 1.800W NEGRO,AYUDANTES DE COCINA,JAGUAR,"129,99","0,00",3
802886,CH700,FREIDORA D/AIRE JAGUAR 7 LTS 1.800W P/DIG PLATEADO,AYUDANTES DE COCINA,JAGUAR,"129,99","0,00",4
802887,ATC351EA,FREIDORA D/AIRE JAGUAR 5 LTS 1.500W P/DIG NEGRO,AYUDANTES DE COCINA,JAGUAR,"94,99","0,00",4
802888,CH500,FREIDORA D/AIRE JAGUAR 5 LTS 1.500W PLATEADO,AYUDANTES DE COCINA,JAGUAR,"119,99","0,00",3
802889,ATC8004AZUL,FREIDORA D/AIRE JAGUAR 4 LTS 1.500W AZUL,AYUDANTES DE COCINA,JAGUAR,"79,99","0,00",4
802890,NES215Y,ASPIRADORA CABLEADA EUREKA 3 EN 1 BLAZE 240W,ASPIRADORAS,EUREKA,"79,99","0,00",4
802891,20399083,JGO D/OLLAS TRAMONTINA 7 PZAS LORETO ANTIADH ALUM/STARFLON AC,OLLAS,TRAMONTINA,"259,99","149,99",10
802892,TR30Y,ASPIRADORA HUM/SEC TRUVOLT 30 LTS 1.200W AC/AM,ASPIRADORAS,TRUVOLT,"224,99","129,99",1
802895,VC30LM,ASPIRADORA HUM/SEC SANKEY 30 LTS 1.200W C/ACCESORIOS PLAT/AM,ASPIRADORAS,SANKEY,"199,99","119,99",1
802896,CM1228,CAFETERA ELECT SANKEY 12 TZAS C/FILTRO PERMANENTE NEGRO,CAFETERAS,SANKEY,"54,99","0,00",2
802897,BVSTDC4403,CAFETERA PROG OSTER 12 TZAS C/ACCESORIOS NEGRO,CAFETERAS,OSTER,"94,99","0,00",2
802899,BVSTDC028,CAFETERA ELECT OSTER 2 TZAS LATTE 4 EN 1 C/ESPUMADOR NEGRO,CAFETERAS,OSTER,"309,99","0,00",2
802901,SW23BK3,SANDWICHERA SANKEY 2 PANES TRIANG/ANTIADH NG/PL,SANDWICHERA,SANKEY,"39,99","0,00",2
802902,CKSTSM400,SANDWICHERA OSTER T/PANINI COMPACTA NEGRO,SANDWICHERA,SANKEY,"49,99","0,00",2
802903,CTKSS2,TETERA CUSINART 2 LTS AC/PL,OLLAS,CUISINART,"79,99","0,00",2
802904,45110,JGO D/OLLAS MAGEFLON 11 PZAS SUPRA ANTIADHERENTE,OLLAS,MAGEFLON,"194,99","114,99",1
802905,45103,SARTEN MAGEFLON 24 CM SUPRA ANTIADHERENTE,OLLAS,MAGEFLON,"29,99","0,00",4
802906,48014,JGO D/CUCHILLOS MAGELON 3 PZAS DIF/COLORES,UTENSILIOS DE COCINA,MAGEFLON,"29,99","0,00",1
802907,48503,TABLA D/CORTAR MAGEFLON 3 PZAS 34X28 CM DIF/COLORES,UTENSILIOS DE COCINA,MAGEFLON,"39,99","0,00",1
802908,47105,CAFETERA GRECA MAGEFLON 6 TZAS AZUL,CAFETERAS,MAGEFLON,"29,99","0,00",1
802910,47107,CAFETERA GRECA MAGEFLON 6 TZAS ROJO,CAFETERAS,MAGEFLON,"29,99","0,00",1
802911,47110,CAFETERA GRECA MAGEFLON 9 TZAS AZUL,CAFETERAS,MAGEFLON,"34,99","0,00",1
802912,47111,CAFETERA GRECA MAGEFLON 9 TZAS AMARILLO,CAFETERAS,MAGEFLON,"34,99","0,00",1
802913,47112,CAFETERA GRECA MAGEFLON 9 TZAS ROJO,CAFETERAS,MAGEFLON,"34,99","0,00",1
802914,N19,"VENTILADOR D/MESA FORTUNNE 16"" TURBO FAN NEGRO",VENTILADORES,FORTUNNE,"59,99","0,00",4
802915,N34,"VENTILADOR D/MESA FORTUNNE 10"" NEW NEGRO",VENTILADORES,FORTUNNE,"29,99","0,00",2
802916,KQG469BXOBG,JGO D/UTENSILIOS KITCHENAID 6 PZAS NYLON NEGRO,UTENSILIOS DE COCINA,KITCHENAID,"0,01","0,00",1
802917,KQG469BXWHG,JGO D/UTENSILIOS KITCHENAID 6 PZAS NYLON BLANCO,UTENSILIOS DE COCINA,KITCHENAID,"0,01","0,00",1
802919,PS41002,HERVIDOR ELECT PROCTOR SILEX 1.7 LTS NEGRO,MENORES,PROCTOR SILEX,"34,99","0,00",2
802920,6L14FN,OLLA D/PRESION ELECT JAGUAR 6 LTS DIG NEGRO,MENORES,JAGUAR,"89,99","0,00",8
802921,8L14FSS,OLLA D/PRESION ELECT JAGUAR 8 LTS DIG NEGRO,MENORES,JAGUAR,"99,99","0,00",8
900030,M4PLUSBLANCO,POWER BANK YOOBAO 10.000 MAH 2IN1 BLANCO,ACCESORIOS PC,GENERICO,"34,99","0,00",3
900032,P10WAZUL,POWER BANK YOOBAO 10.000 MAH 2IN2 AZUL,ACCESORIOS PC,GENERICO,"29,99","0,00",1
900033,P10WROSADO,POWER BANK YOOBAO 10.000 MAH 2IN2 ROSADO,ACCESORIOS PC,GENERICO,"29,99","0,00",1
900034,P10WBLANCO,POWER BANK YOOBAO 10.000 MAH 2IN2 BLANCO,ACCESORIOS PC,GENERICO,"29,99","0,00",5
900041,TLWR850N,ROUTER TPLINK 300 MBPS 2 ANT INALAMB BLANCO,ACCESORIOS PC,GENERICO,"49,99","0,00",5
